AEROLINEA_COMPLETA,ORIGEN_COMPLETO,DESTINO_COMPLETO
AA - American Airlines Inc.,IND - Indianapolis International Airport,DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,IND - Indianapolis International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,IND - Indianapolis International Airport,LAX - Los Angeles International Airport
AA - American Airlines Inc.,IND - Indianapolis International Airport,PHL - Philadelphia International Airport
AA - American Airlines Inc.,IND - Indianapolis International Airport,PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,JAC - Jackson Hole Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,JAC - Jackson Hole Airport,LAX - Los Angeles International Airport
AA - American Airlines Inc.,JAC - Jackson Hole Airport,ORD - Chicago O'Hare International Airport
AA - American Airlines Inc.,JAX - Jacksonville International Airport,CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,JAX - Jacksonville International Airport,DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,JAX - Jacksonville International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,JAX - Jacksonville International Airport,PHL - Philadelphia International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),AUS - Austin-Bergstrom International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),BOS - Gen. Edward Lawrence Logan International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),EGE - Eagle County Regional Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),LAS - McCarran International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),LAX - Los Angeles International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),MCO - Orlando International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),MIA - Miami International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),ORD - Chicago O'Hare International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),SAN - San Diego International Airport (Lindbergh Field)
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),SEA - Seattle-Tacoma International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),SFO - San Francisco International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),SJU - Luis Muñoz Marín International Airport
AA - American Airlines Inc.,JFK - John F. Kennedy International Airport (New York International Airport),STT - Cyril E. King Airport
AA - American Airlines Inc.,KOA - Kona International Airport at Keahole,LAX - Los Angeles International Airport
AA - American Airlines Inc.,KOA - Kona International Airport at Keahole,PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,JFK - John F. Kennedy International Airport (New York International Airport)
AA - American Airlines Inc.,LAS - McCarran International Airport,LAX - Los Angeles International Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,MIA - Miami International Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,ORD - Chicago O'Hare International Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,PHL - Philadelphia International Airport
AA - American Airlines Inc.,LAS - McCarran International Airport,PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,ATL - Hartsfield-Jackson Atlanta International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,AUS - Austin-Bergstrom International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,BNA - Nashville International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,BOS - Gen. Edward Lawrence Logan International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,CMH - Port Columbus International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,EGE - Eagle County Regional Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,HNL - Honolulu International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,IAD - Washington Dulles International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,IND - Indianapolis International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,JAC - Jackson Hole Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,JFK - John F. Kennedy International Airport (New York International Airport)
AA - American Airlines Inc.,LAX - Los Angeles International Airport,KOA - Kona International Airport at Keahole
AA - American Airlines Inc.,LAX - Los Angeles International Airport,LAS - McCarran International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,LIH - Lihue Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,MCO - Orlando International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,MIA - Miami International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,OGG - Kahului Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,ORD - Chicago O'Hare International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,PBI - Palm Beach International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,PDX - Portland International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,PHL - Philadelphia International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,PIT - Pittsburgh International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,RDU - Raleigh-Durham International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,SFO - San Francisco International Airport
AA - American Airlines Inc.,LAX - Los Angeles International Airport,STL - St. Louis International Airport at Lambert Field
AA - American Airlines Inc.,LAX - Los Angeles International Airport,TPA - Tampa International Airport
AA - American Airlines Inc.,LBB - Lubbock Preston Smith International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),BOS - Gen. Edward Lawrence Logan International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),MCO - Orlando International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),MIA - Miami International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),ORD - Chicago O'Hare International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),PBI - Palm Beach International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),PHL - Philadelphia International Airport
AA - American Airlines Inc.,LGA - LaGuardia Airport (Marine Air Terminal),PIT - Pittsburgh International Airport
AA - American Airlines Inc.,LIH - Lihue Airport,LAX - Los Angeles International Airport
AA - American Airlines Inc.,LIH - Lihue Airport,PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,LIT - Bill and Hillary Clinton National Airport (Adams Field),DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,MCI - Kansas City International Airport,CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,MCI - Kansas City International Airport,DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,MCI - Kansas City International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,MCI - Kansas City International Airport,MIA - Miami International Airport
AA - American Airlines Inc.,MCI - Kansas City International Airport,ORD - Chicago O'Hare International Airport
AA - American Airlines Inc.,MCI - Kansas City International Airport,PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,DCA - Ronald Reagan Washington National Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,JFK - John F. Kennedy International Airport (New York International Airport)
AA - American Airlines Inc.,MCO - Orlando International Airport,LAX - Los Angeles International Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,LGA - LaGuardia Airport (Marine Air Terminal)
AA - American Airlines Inc.,MCO - Orlando International Airport,MIA - Miami International Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,ORD - Chicago O'Hare International Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,PHL - Philadelphia International Airport
AA - American Airlines Inc.,MCO - Orlando International Airport,PHX - Phoenix Sky Harbor International Airport
AA - American Airlines Inc.,MDT - Harrisburg International Airport,CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,MEM - Memphis International Airport,CLT - Charlotte Douglas International Airport
AA - American Airlines Inc.,MEM - Memphis International Airport,DFW - Dallas/Fort Worth International Airport
AA - American Airlines Inc.,MFE - McAllen-Miller International Airport (McAllen Miller International),DFW - Dallas/Fort Worth International Airport
